service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1,0,0,0,0,1,0,0,20170508,20170827
3,0,0,0,0,0,1,0,20170508,20170827
4,0,0,0,0,0,0,1,20170508,20170827
5,0,0,0,1,0,0,0,20170508,20170827
9,0,0,1,0,0,0,0,20170508,20170827
10,0,1,0,0,0,0,0,20170508,20170827
16,1,0,0,0,0,0,0,20170508,20170827
18,0,0,0,0,0,0,0,20170508,20170827
20,0,0,0,0,0,0,0,20170508,20170827
