stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5801,GrRivNoE,EBD Grand River between Northwind D,E GRAND RIVER AVE & DAWN AVE,42.727182,-84.454314,,,,,,0
5804,EifHadHS,SBD Eifert past Haddon Hall,N EIFERT RD,42.62802,-84.543,,,,,,0
5805,KalaUViE,EBD Kalamazoo at U Vill entrance,E KALAMAZOO ST & UNIVERSITY VILLAGE ENTRANCE,42.728015,-84.499048,,,,,,0
5806,KalaUViW,WBD Kalamazoo past U Vill entrance,E KALAMAZOO ST & UNIVERSITY VILLAGE ENTRANCE,42.728153,-84.499343,,,,,,0
5807,HagCambS,SBD Hagadorn past Cambria,N HAGADORN RD & E SAGINAW ST,42.748899,-84.462404,,,,,,0
5808,HagCambN,NBD Hagadorn past Cambria,N HAGADORN RD & CAMBRIA DR,42.74957,-84.462235,,,,,,0
5810,WashElmS,SBD Washington past Elm,S WASHINGTON AVE & GROSS CT,42.721677,-84.552447,,,,,,0
5813,DobSashN,NBD Dobie at Sashabaw,DOBIE RD & SASHABAW DR,42.691039,-84.410315,,,,,,0
5815,PaCaPiTE,EBD Patient Care past PineTree,PATIENT CARE DR & PINE TREE RD,42.679748,-84.502798,,,,,,0
5816,Hol1MLKE,EBD Holmes before MLK,W HOLMES RD & S MARTIN LUTHER KING JR BLVD,42.697495,-84.568227,,,,,,0
5817,GrRivBuW,WBD Grand River before Burkley Rd,E GRAND RIVER AVE & BURKLEY RD,42.702396,-84.342482,,,,,,0
5818,GrRivBuE,EBD Grand River past Burkly,E GRAND RIVER AVE & BURKLEY RD,42.702406,-84.342801,,,,,,0
5823,VineHomE,EBD Vine past Homer,VINE ST & N HOMER ST,42.735972,-84.509233,,,,,,0
5824,MtHoFaiE,EBD Mt Hope before Fairlane,E MOUNT HOPE RD & HAWTHORNE LN,42.711746,-84.453732,,,,,,0
5825,LkLaBayW,WBD Lake Lansing past Bayonne,LAKE LANSING RD,42.754798,-84.419016,,,,,,0
5885,ClipVinN,NBD Clippert past Vine,N CLIPPERT ST & SELLERS AVE,42.736634,-84.508262,,,,,,0
5886,ClipSelS,SBD Clippert past Sellers,N CLIPPERT ST & SELLERS AVE,42.736571,-84.508409,,,,,,0
5894,MLKBarnS,SBD MLK past Barnes,S MARTIN LUTHER KING JR BLVD & W BARNES AVE,42.714693,-84.567876,,,,,,0
5895,MLKBarnN,NBD MLK past Barnes,S MARTIN LUTHER KING JR BLVD & W BARNES AVE,42.715202,-84.567336,,,,,,0
5907,MLKGordN,NBD MLK past Gordon,,42.709011,-84.567412,,,,,,0
5910,MeiLLBCW,Meijer Lake Lansing Boarding center (west side),MEIJER LAKE LANSING LOT,42.762043,-84.501999,,,,,,0
5911,HagHannN,NBD Hagadorn past Hannah Blvd,S HAGADORN RD & CANADIAN NATIONAL RAILWAY,42.719754,-84.46203,,,,,,0
5913,HagServS,SBD Hagadorn past Service,HAGADORN RD & S HAGADORN RD,42.718698,-84.462437,,,,,,0
5917,MeiOke2,Rt 22 WBD at Meijer,OKEMOS MEIJER LOT,42.71997,-84.424644,,,,,,0
5918,HunChanW,WBD Hunsaker past Chandler,HUNSAKER ST,42.775926,-84.484231,,,,,,0
5919,MtHPlG1E,EBD Mt Hope before Pleasant Grove,W MOUNT HOPE AVE & PLEASANT GROVE RD,42.712037,-84.583719,,,,,,0
5920,MtHPlG2E,EBD Mt Hope past Pleasant Grove,W MOUNT HOPE AVE & BOSTON BLVD,42.712028,-84.580109,,,,,,0
5926,HarrSerN,NBD Harrison past Service,S HARRISON RD & S SERVICE RD,42.718807,-84.493608,,,,,,0
5927,MeSPeBCE,Meijer S Penn BC (new) East Side,MEIJER PENNSYLVANIA LOT,42.667584,-84.541804,,,,,,0
5928,MeSPeBCW,Meijer S Penn BC (new) West Side,MEIJER PENNSYLVANIA LOT,42.668228,-84.542086,,,,,,0
5929,StJoWavW,WBD St Joseph past Waverly,E ST JOE HWY & S DIBBLE ST,42.726677,-84.605924,,,,,,0
5930,StJoeSnW,WBD St. Joe Before Snow,E ST JOE HWY & KIDS CT,42.726702,-84.620062,,,,,,0
5931,StJoeSnE,EBD St Joseph past Snow,E ST JOE HWY & KIDS CT,42.726594,-84.620172,,,,,,0
5941,ColChanW,WBD Coleman past Chandler,COLEMAN RD & COLLINS RD,42.771094,-84.484275,,,,,,0
5942,ColHunsW,WBD Coleman past Hunsaker,COLEMAN RD & COLLINS RD,42.773074,-84.487001,,,,,,0
5943,Block36W,WBD Coleman at Block 36,COLEMAN RD,42.773177,-84.492876,,,,,,0
5944,BeaParkW,WBD Coleman at Beaumont Park,COLEMAN RD & BEAUMONT PARK DR,42.773244,-84.498616,,,,,,0
5945,CooEarlS,SBD Coolidge past Earl,COOLIDGE RD & TURF LN,42.771163,-84.503215,,,,,,0
5946,CooAbbeS,SBD Coolidge past Abbey,COOLIDGE RD & MEIJER LAKE LANSING LOT,42.764406,-84.503335,,,,,,0
5947,CooAbbeN,NBD Coolidge past Abbey,COOLIDGE RD & ABBEY RD,42.764997,-84.503175,,,,,,0
5948,CooTurfN,NBD Coolidge past Turf,COOLIDGE RD & EARL AVE,42.770133,-84.503094,,,,,,0
5949,ColBeauE,EBD Coleman at Beaumont,COLEMAN RD & WHARTON ST,42.773127,-84.498014,,,,,,0
5950,TranJolN,NBD Tranter past Jolly,TRANTER ST,42.683185,-84.534549,,,,,,0
5952,Ramp1-1,Ramp 1 Bay 1,RAMP 1,42.725601,-84.475468,,,,,,0
5953,Ramp1-2,Ramp 1 Bay 2,RAMP 1,42.725601,-84.475468,,,,,,0
5954,Ramp1-3,Ramp 1 Bay 3,RAMP 1,42.725601,-84.475468,,,,,,0
5955,Ramp1-4,Ramp 1 Bay 4,RAMP 1,42.725601,-84.475468,,,,,,0
5956,Ramp1-5,Ramp 1 Bay 5,RAMP 1,42.725601,-84.475468,,,,,,0
5982,ColBl36E,EBD Coleman at Block 36,COLEMAN RD,42.773069,-84.492507,,,,,,0
5983,StJoeChE,EBD St Joseph past Chesley,E ST JOE HWY & CHESLEY ST,42.726578,-84.612778,,,,,,0
5984,StJoeChW,WBD St Joseph before Chesley,E ST JOE HWY & CHESLEY ST,42.726685,-84.612901,,,,,,0
5985,ColClubW,WBD Coleman at the Club,COLEMAN RD & CHESLEY ST,42.772384,-84.485908,,,,,,0
5986,ColClubE,EBD Coleman at the Club,COLEMAN RD & CHESLEY ST,42.772124,-84.485896,,,,,,0
5987,AbBLLanN,NBD Abbot before Lake Lansing Rd,ABBOT RD & LAKE LANSING RD,42.758861,-84.483693,,,,,,0
5988,ColHamE,EBD Coleman past Hamlet,COLEMAN RD & HAMLET RD,42.773156,-84.499968,,,,,,0
5989,ColDunkS,SBD Collins before Dunkel,COLLINS RD & DUNKEL,42.690044,-84.498807,,,,,,0
5990,SnowAspS,SBD Snow Rd & Aspen,SNOW RD & W I 496,42.722299,-84.622922,,,,,,0
5991,CornSnoW,WBD Cornerstone past Snow,CORNERSTONE DR & W I 496,42.716473,-84.623914,,,,,,0
5992,SnowAspN,SBD Snow & Aspen,SNOW RD & ASPEN DR,42.722451,-84.622787,,,,,,0
5994,LkLaHakW,WBD Lake Lansing at Harkson,E LAKE LANSING RD & W LAKE LANSING RD,42.759125,-84.481471,,,,,,0
5996,BosMtHoS,Boston Blvd past Mount Hope,BOSTON BLVD,42.71124,-84.576105,,,,,,0
5997,GRivCedE,EBD Grand River after Cedar,E GRAND RIVER AVE & N CEDAR ST,42.747329,-84.545943,,,,,,0
5998,GRivCedW,WBD Grand River past Cedar,E GRAND RIVER AVE & CENTER ST,42.747491,-84.547467,,,,,,0
5999,GRivCasW,EBD Grand River after Case,E GRAND RIVER AVE & CASE ST,42.747506,-84.541594,,,,,,0
6003,JolWashW,WBD Jolly before Washington,,42.682631,-84.561936,,,,,,0
6004,GRivLarW,WBD Grand River past Larch,E GRAND RIVER AVE & N LARCH ST,42.74749,-84.545034,,,,,,0
6005,GRivCasE,EBD Grand River before Case,E GRAND RIVER AVE & CASE ST,42.747345,-84.541987,,,,,,0
6006,GRivTurn,WBD Grand River past Turner,E GRAND RIVER AVE & CASE ST,42.74751,-84.550563,,,,,,0
6007,SagWashE,EBD Saginaw before Washington,,42.740853,-84.552717,,,,,,0
6008,ChanColS,SBD Chandler past Coleman,S CHANDLER RD & ABBOT RD,42.769778,-84.483675,,,,,,0
